location,location_code,geographic_level,time_period,data_type,institution_group,level_methodology,cohort_level_group,characteristic,all_unknown,all_notsust,cohort,appren,education,all_work
Kirklees,E08000034,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,100,226,3014,186,2031,471
Kirklees,E08000034,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,213,601,4491,401,2421,855
Kirklees,E08000034,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,65,188,565,79,111,122
Kirklees,E08000034,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,30,124,535,100,146,135
Kirklees,E08000034,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,118,289,3391,222,2164,598
Leeds,E08000035,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,388,1005,7414,860,3485,1676
Leeds,E08000035,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,152,392,1188,175,211,258
Leeds,E08000035,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,95,235,1292,198,412,352
Leeds,E08000035,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,141,378,4934,487,2862,1066
Leeds,E08000035,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,381,954,6775,839,3030,1571
Leeds,E08000035,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,152,320,1012,170,126,244
Leeds,E08000035,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,92,277,1294,241,288,396
Leeds,E08000035,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,137,357,4469,428,2616,931
Leeds,E08000035,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,385,1170,7484,799,3460,1670
Leeds,E08000035,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,130,329,1133,212,195,267
Leeds,E08000035,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,82,399,1591,220,485,405
Leeds,E08000035,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,173,442,4760,367,2780,998
North East Lincolnshire,E06000012,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,135,414,2365,309,942,565
North East Lincolnshire,E06000012,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,58,179,515,73,99,106
North East Lincolnshire,E06000012,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,27,117,550,96,159,151
North East Lincolnshire,E06000012,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,50,118,1300,140,684,308
North East Lincolnshire,E06000012,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,116,448,2308,286,910,548
North East Lincolnshire,E06000012,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,47,184,477,67,69,110
North East Lincolnshire,E06000012,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,30,132,692,98,236,196
North East Lincolnshire,E06000012,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,39,132,1139,121,605,242
North East Lincolnshire,E06000012,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,115,432,2181,235,907,492
North East Lincolnshire,E06000012,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,43,171,470,49,87,120
North East Lincolnshire,E06000012,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,25,128,508,79,142,134
North East Lincolnshire,E06000012,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,47,133,1203,107,678,238
North Lincolnshire,E06000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,106,236,1818,242,787,447
North Lincolnshire,E06000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,35,79,301,63,56,68
North Lincolnshire,E06000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,23,61,368,62,105,117
North Lincolnshire,E06000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,48,96,1149,117,626,262
North Lincolnshire,E06000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,99,258,1754,240,701,456
North Lincolnshire,E06000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,28,70,251,45,38,70
North Lincolnshire,E06000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,20,93,349,70,56,110
North Lincolnshire,E06000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,51,95,1154,125,607,276
North Lincolnshire,E06000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,93,401,2400,255,1041,610
North Lincolnshire,E06000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,39,144,439,63,82,111
North Lincolnshire,E06000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,21,106,442,70,103,142
North Lincolnshire,E06000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,33,151,1519,122,856,357
North Yorkshire,E10000023,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,173,405,4595,462,2317,1238
North Yorkshire,E10000023,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,31,78,283,53,28,93
North Yorkshire,E10000023,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,40,77,441,93,61,170
North Yorkshire,E10000023,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,102,250,3871,316,2228,975
North Yorkshire,E10000023,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,143,414,4341,430,2216,1138
North Yorkshire,E10000023,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,20,69,227,45,31,62
North Yorkshire,E10000023,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,41,110,625,123,123,228
North Yorkshire,E10000023,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,82,235,3489,262,2062,848
North Yorkshire,E10000023,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,141,450,4353,369,2292,1101
North Yorkshire,E10000023,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,34,74,299,55,40,96
North Yorkshire,E10000023,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,22,98,421,83,65,153
North Yorkshire,E10000023,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,85,278,3633,231,2187,852
Rotherham,E08000018,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,151,421,3183,406,1403,802
Rotherham,E08000018,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,65,149,506,84,81,127
Rotherham,E08000018,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,28,119,571,108,121,195
Rotherham,E08000018,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,58,153,2106,214,1201,480
