"time_period","area","geographic_level","Total Completed Key Stage 4","Cohort Group","Unknown","Not Recorded as a Sustained Destination","Sustained Apprenticeships","Sustained Education","Sustained Employment"
201920,"Bromley","LADU","4708","Total","368","703","389","2143","1105"
201920,"Bromley","LADU","994","All other qualifications","155","296","115","194","234"
201920,"Bromley","LADU","535","Level 2","71","121","86","98","159"
201920,"Bromley","LADU","3179","Level 3","142","286","188","1851","712"
201718,"Camden","LADU","3599","Total","303","400","136","2113","647"
201718,"Camden","LADU","512","All other qualifications","109","101","23","178","101"
201718,"Camden","LADU","323","Level 2","30","50","47","85","111"
201718,"Camden","LADU","2764","Level 3","164","249","66","1850","435"
201819,"Camden","LADU","4880","Total","310","676","162","2844","888"
201819,"Camden","LADU","689","All other qualifications","95","183","40","218","153"
201819,"Camden","LADU","906","Level 2","71","150","35","502","148"
201819,"Camden","LADU","3285","Level 3","144","343","87","2124","587"
201920,"Camden","LADU","4777","Total","354","708","153","2699","863"
201920,"Camden","LADU","808","All other qualifications","131","249","44","214","170"
201920,"Camden","LADU","586","Level 2","58","129","36","240","123"
201920,"Camden","LADU","3383","Level 3","165","330","73","2245","570"
201718,"Croydon","LADU","3551","Total","269","439","172","1961","710"
201718,"Croydon","LADU","474","All other qualifications","123","116","34","91","110"
201718,"Croydon","LADU","335","Level 2","28","74","31","127","75"
201718,"Croydon","LADU","2742","Level 3","118","249","107","1743","525"
201819,"Croydon","LADU","3715","Total","275","521","173","1965","781"
201819,"Croydon","LADU","478","All other qualifications","87","157","39","86","109"
201819,"Croydon","LADU","481","Level 2","44","104","34","169","130"
201819,"Croydon","LADU","2756","Level 3","144","260","100","1710","542"
201920,"Croydon","LADU","3262","Total","210","499","95","1803","655"
201920,"Croydon","LADU","554","All other qualifications","67","196","28","142","121"
201920,"Croydon","LADU","321","Level 2","23","79","16","131","72"
201920,"Croydon","LADU","2387","Level 3","120","224","51","1530","462"
201718,"Ealing","LADU","1735","Total","91","160","55","1235","194"
201718,"Ealing","LADU","27","All other qualifications","11","6","3","1","6"
201718,"Ealing","LADU","51","Level 2","9","11","5","23","3"
201718,"Ealing","LADU","1657","Level 3","71","143","47","1211","185"
201819,"Ealing","LADU","1749","Total","79","136","68","1277","189"
201819,"Ealing","LADU","19","All other qualifications","2","6","3","2","6"
201819,"Ealing","LADU","66","Level 2","5","11","12","25","13"
201819,"Ealing","LADU","1664","Level 3","72","119","53","1250","170"
201920,"Ealing","LADU","1759","Total","101","123","36","1267","232"
201920,"Ealing","LADU","39","All other qualifications","6","10","3","11","9"
201920,"Ealing","LADU","71","Level 2","14","10","10","28","9"
201920,"Ealing","LADU","1649","Level 3","81","103","23","1228","214"
201718,"Enfield","LADU","2028","Total","128","210","90","1308","292"
201718,"Enfield","LADU","139","All other qualifications","31","39","14","23","32"
201718,"Enfield","LADU","212","Level 2","23","46","25","66","52"
201718,"Enfield","LADU","1677","Level 3","74","125","51","1219","208"
201819,"Enfield","LADU","2186","Total","128","222","63","1478","295"
201819,"Enfield","LADU","114","All other qualifications","18","45","10","24","17"
201819,"Enfield","LADU","257","Level 2","36","53","12","107","49"
201819,"Enfield","LADU","1815","Level 3","74","124","41","1347","229"
201920,"Enfield","LADU","2113","Total","131","191","76","1407","308"
201920,"Enfield","LADU","201","All other qualifications","39","51","12","50","49"
201920,"Enfield","LADU","211","Level 2","30","35","12","86","48"
201920,"Enfield","LADU","1701","Level 3","62","105","52","1271","211"
201718,"Greenwich","LADU","1644","Total","137","240","104","917","246"
201718,"Greenwich","LADU","248","All other qualifications","52","86","21","52","37"
201718,"Greenwich","LADU","197","Level 2","22","46","22","62","45"
201718,"Greenwich","LADU","1199","Level 3","63","108","61","803","164"
201819,"Greenwich","LADU","1653","Total","115","243","90","881","324"
201819,"Greenwich","LADU","217","All other qualifications","37","75","16","40","49"
201819,"Greenwich","LADU","241","Level 2","17","54","27","68","75"
201819,"Greenwich","LADU","1195","Level 3","61","114","47","773","200"
201920,"Greenwich","LADU","1680","Total","109","249","61","947","314"
201920,"Greenwich","LADU","273","All other qualifications","32","90","13","83","55"
201920,"Greenwich","LADU","249","Level 2","15","55","29","92","58"
201920,"Greenwich","LADU","1158","Level 3","62","104","19","772","201"
201718,"Hackney","LADU","2184","Total","258","306","89","1147","384"
201718,"Hackney","LADU","389","All other qualifications","125","102","21","79","62"
201718,"Hackney","LADU","244","Level 2","30","55","23","89","47"
201718,"Hackney","LADU","1551","Level 3","103","149","45","979","275"
201819,"Hackney","LADU","1798","Total","283","254","64","917","280"
201819,"Hackney","LADU","331","All other qualifications","179","84","17","21","30"
201819,"Hackney","LADU","196","Level 2","29","51","9","62","45"
201819,"Hackney","LADU","1271","Level 3","75","119","38","834","205"
201920,"Hackney","LADU","1523","Total","141","202","43","919","218"
201920,"Hackney","LADU","162","All other qualifications","65","55","5","14","23"
201920,"Hackney","LADU","106","Level 2","20","27","12","28","19"
201920,"Hackney","LADU","1255","Level 3","56","120","26","877","176"
201718,"Hammersmith and Fulham","LADU","1778","Total","174","251","59","1042","252"
201718,"Hammersmith and Fulham","LADU","398","All other qualifications","77","105","12","141","63"
201718,"Hammersmith and Fulham","LADU","243","Level 2","35","53","21","92","42"
201718,"Hammersmith and Fulham","LADU","1137","Level 3","62","93","26","809","147"
201819,"Hammersmith and Fulham","LADU","1940","Total","161","296","49","1129","305"
201819,"Hammersmith and Fulham","LADU","385","All other qualifications","66","104","11","124","80"
201819,"Hammersmith and Fulham","LADU","341","Level 2","26","79","12","167","57"
201819,"Hammersmith and Fulham","LADU","1214","Level 3","69","113","26","838","168"
201920,"Hammersmith and Fulham","LADU","1812","Total","150","317","45","1039","261"
201920,"Hammersmith and Fulham","LADU","424","All other qualifications","68","135","15","137","69"
201920,"Hammersmith and Fulham","LADU","269","Level 2","26","66","19","98","60"
201920,"Hammersmith and Fulham","LADU","1119","Level 3","56","116","11","804","132"
201718,"Haringey","LADU","2011","Total","242","316","76","1026","351"
201718,"Haringey","LADU","551","All other qualifications","134","130","22","177","88"
201718,"Haringey","LADU","363","Level 2","38","95","31","114","85"
201718,"Haringey","LADU","1097","Level 3","70","91","23","735","178"
201819,"Haringey","LADU","2097","Total","215","363","81","1095","343"
201819,"Haringey","LADU","471","All other qualifications","111","140","14","107","99"
201819,"Haringey","LADU","413","Level 2","44","105","41","158","65"
201819,"Haringey","LADU","1213","Level 3","60","118","26","830","179"
201920,"Haringey","LADU","1716","Total","145","279","61","923","308"
201920,"Haringey","LADU","289","All other qualifications","57","100","9","59","64"
201920,"Haringey","LADU","215","Level 2","25","54","16","69","51"
201920,"Haringey","LADU","1212","Level 3","63","125","36","795","193"
201718,"Harrow","LADU","2882","Total","199","314","70","1946","353"
201718,"Harrow","LADU","425","All other qualifications","91","138","18","92","86"
201718,"Harrow","LADU","283","Level 2","25","52","11","155","40"
201718,"Harrow","LADU","2174","Level 3","83","124","41","1699","227"
201819,"Harrow","LADU","2113","Total","153","205","43","1417","295"
201819,"Harrow","LADU","189","All other qualifications","53","65","9","19","43"
201819,"Harrow","LADU","210","Level 2","23","39","8","88","52"
201819,"Harrow","LADU","1714","Level 3","77","101","26","1310","200"
201920,"Harrow","LADU","2137","Total","144","209","50","1496","238"
201920,"Harrow","LADU","154","All other qualifications","40","60","5","22","27"
201920,"Harrow","LADU","152","Level 2","23","40","7","55","27"
201920,"Harrow","LADU","1831","Level 3","81","109","38","1419","184"
201718,"Havering","LADU","3147","Total","158","413","391","1403","782"
201718,"Havering","LADU","408","All other qualifications","63","128","73","54","90"
201718,"Havering","LADU","464","Level 2","30","97","78","85","174"
201718,"Havering","LADU","2275","Level 3","65","188","240","1264","518"
201819,"Havering","LADU","3052","Total","165","373","331","1469","714"
201819,"Havering","LADU","415","All other qualifications","59","106","65","84","101"
201819,"Havering","LADU","688","Level 2","42","121","88","234","203"
201819,"Havering","LADU","1949","Level 3","64","146","178","1151","410"
201920,"Havering","LADU","2987","Total","170","369","316","1388","744"
201920,"Havering","LADU","430","All other qualifications","58","115","72","65","120"
201920,"Havering","LADU","449","Level 2","31","84","83","125","126"
201920,"Havering","LADU","2108","Level 3","81","170","161","1198","498"
201718,"Hillingdon","LADU","3434","Total","240","359","268","1879","688"
201718,"Hillingdon","LADU","408","All other qualifications","70","97","48","101","92"
201718,"Hillingdon","LADU","460","Level 2","32","73","79","161","115"
201718,"Hillingdon","LADU","2566","Level 3","138","189","141","1617","481"
201819,"Hillingdon","LADU","4333","Total","284","553","267","2414","815"
201819,"Hillingdon","LADU","593","All other qualifications","87","144","43","216","103"
201819,"Hillingdon","LADU","884","Level 2","69","166","82","355","212"
201819,"Hillingdon","LADU","2856","Level 3","128","243","142","1843","500"
201920,"Hillingdon","LADU","4591","Total","257","587","246","2684","817"
201920,"Hillingdon","LADU","664","All other qualifications","90","173","43","238","120"
201920,"Hillingdon","LADU","886","Level 2","52","152","67","436","179"
201920,"Hillingdon","LADU","3041","Level 3","115","262","136","2010","518"
201718,"Hounslow","LADU","2353","Total","171","294","97","1384","407"
201718,"Hounslow","LADU","280","All other qualifications","47","95","13","75","50"
201718,"Hounslow","LADU","310","Level 2","33","55","19","119","84"
201718,"Hounslow","LADU","1763","Level 3","91","144","65","1190","273"
201819,"Hounslow","LADU","2412","Total","163","309","92","1431","417"
201819,"Hounslow","LADU","336","All other qualifications","56","110","17","91","62"
201819,"Hounslow","LADU","394","Level 2","29","67","19","184","95"
201819,"Hounslow","LADU","1682","Level 3","78","132","56","1156","260"
201920,"Hounslow","LADU","2467","Total","147","318","82","1530","390"
201920,"Hounslow","LADU","351","All other qualifications","46","102","16","118","69"
201920,"Hounslow","LADU","246","Level 2","26","59","18","79","64"
201920,"Hounslow","LADU","1870","Level 3","75","157","48","1333","257"
201718,"Islington","LADU","730","Total","105","123","53","339","110"
201718,"Islington","LADU","167","All other qualifications","60","53","21","4","29"
201718,"Islington","LADU","74","Level 2","17","21","8","5","23"
201718,"Islington","LADU","489","Level 3","28","49","24","330","58"
201819,"Islington","LADU","654","Total","81","95","43","338","97"
201819,"Islington","LADU","76","All other qualifications","31","22","11","0","12"
201819,"Islington","LADU","48","Level 2","11","16","10","3","8"
201819,"Islington","LADU","530","Level 3","39","57","22","335","77"
201920,"Islington","LADU","481","Total","36","43","11","333","58"
201920,"Islington","LADU","28","All other qualifications","3","5","2","13","5"
201920,"Islington","LADU","7","Level 2","1","2","1","3","0"
201920,"Islington","LADU","446","Level 3","32","36","8","317","53"
201718,"Kensington and Chelsea","LADU","1060","Total","112","117","23","673","135"
201718,"Kensington and Chelsea","LADU","145","All other qualifications","65","33","6","12","29"
201718,"Kensington and Chelsea","LADU","100","Level 2","9","17","5","52","17"
201718,"Kensington and Chelsea","LADU","815","Level 3","38","67","12","609","89"
201819,"Kensington and Chelsea","LADU","1034","Total","115","116","25","636","142"
201819,"Kensington and Chelsea","LADU","148","All other qualifications","60","31","5","18","34"
201819,"Kensington and Chelsea","LADU","96","Level 2","14","22","4","37","19"
201819,"Kensington and Chelsea","LADU","790","Level 3","41","63","16","581","89"
201920,"Kensington and Chelsea","LADU","1250","Total","122","166","16","748","198"
201920,"Kensington and Chelsea","LADU","188","All other qualifications","70","43","3","30","42"
201920,"Kensington and Chelsea","LADU","100","Level 2","10","27","2","47","14"
201920,"Kensington and Chelsea","LADU","962","Level 3","42","96","11","671","142"
201718,"Kingston upon Thames","LADU","2287","Total","145","224","140","1302","476"
201718,"Kingston upon Thames","LADU","230","All other qualifications","25","60","33","54","58"
201718,"Kingston upon Thames","LADU","284","Level 2","34","35","34","93","88"
201718,"Kingston upon Thames","LADU","1773","Level 3","86","129","73","1155","330"
201819,"Kingston upon Thames","LADU","3277","Total","239","402","150","1805","681"
201819,"Kingston upon Thames","LADU","522","All other qualifications","71","119","26","195","111"
201819,"Kingston upon Thames","LADU","798","Level 2","89","121","70","338","180"
201819,"Kingston upon Thames","LADU","1957","Level 3","79","162","54","1272","390"
201920,"Kingston upon Thames","LADU","3364","Total","289","428","151","1823","673"
