"geogConcat","metric","breakdown","subgroup","chartPeriod","timePeriod","latest","valueText","value"
"Liverpool City Region LSIP","replacementDemand","Industry","Finance and insurance","2020",2020-01-01,1,"0.0265292860934832",0.0265292860934832
"Liverpool City Region LSIP","replacementDemand","Industry","Food drink and tobacco","2020",2020-01-01,1,"0.0233305458186794",0.0233305458186794
"Liverpool City Region LSIP","replacementDemand","Industry","Health and social work","2020",2020-01-01,1,"0.0315456173102409",0.0315456173102409
"Liverpool City Region LSIP","replacementDemand","Industry","Information technology","2020",2020-01-01,1,"0.0253717461222458",0.0253717461222458
"Liverpool City Region LSIP","replacementDemand","Industry","Media","2020",2020-01-01,1,"0.0256147201880033",0.0256147201880033
"Liverpool City Region LSIP","replacementDemand","Industry","Mining and quarrying","2020",2020-01-01,1,"0.0170314435932062",0.0170314435932062
"Liverpool City Region LSIP","replacementDemand","Industry","Other services","2020",2020-01-01,1,"0.0270983714923405",0.0270983714923405
"Liverpool City Region LSIP","replacementDemand","Industry","Professional services","2020",2020-01-01,1,"0.0273470796134467",0.0273470796134467
"Liverpool City Region LSIP","replacementDemand","Industry","Public admin","2020",2020-01-01,1,"0.0265575102532758",0.0265575102532758
"Liverpool City Region LSIP","replacementDemand","Industry","Real estate","2020",2020-01-01,1,"0.027674350630764",0.027674350630764
"Liverpool City Region LSIP","replacementDemand","Industry","Rest of manufacturing","2020",2020-01-01,1,"0.0222368631035332",0.0222368631035332
"Liverpool City Region LSIP","replacementDemand","Industry","Support services","2020",2020-01-01,1,"0.0269565235092455",0.0269565235092455
"Liverpool City Region LSIP","replacementDemand","Industry","Transport and storage","2020",2020-01-01,1,"0.0278976044089534",0.0278976044089534
"Liverpool City Region LSIP","replacementDemand","Industry","Water and sewerage","2020",2020-01-01,1,"0.0247228056583544",0.0247228056583544
"Liverpool City Region LSIP","replacementDemand","Industry","Wholesale and retail trade","2020",2020-01-01,1,"0.0258393971678827",0.0258393971678827
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Accommodation and food","2020",2020-01-01,1,"0.0292109796544031",0.0292109796544031
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Agriculture","2020",2020-01-01,1,"0.0285334755957298",0.0285334755957298
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Arts and entertainment","2020",2020-01-01,1,"0.0266343394725417",0.0266343394725417
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Construction","2020",2020-01-01,1,"0.0250769394760184",0.0250769394760184
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Education","2020",2020-01-01,1,"0.0288502727591038",0.0288502727591038
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Electricity and gas","2020",2020-01-01,1,"0.022255819657685",0.022255819657685
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Engineering","2020",2020-01-01,1,"0.0223467819792251",0.0223467819792251
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Finance and insurance","2020",2020-01-01,1,"0.0262533604757866",0.0262533604757866
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Food drink and tobacco","2020",2020-01-01,1,"0.0263496453320053",0.0263496453320053
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Health and social work","2020",2020-01-01,1,"0.032437994652287",0.032437994652287
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Information technology","2020",2020-01-01,1,"0.0251144258613529",0.0251144258613529
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Media","2020",2020-01-01,1,"0.0256100273134352",0.0256100273134352
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Mining and quarrying","2020",2020-01-01,1,"0.0159655410004396",0.0159655410004396
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Other services","2020",2020-01-01,1,"0.0282615091496614",0.0282615091496614
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Professional services","2020",2020-01-01,1,"0.0278770168892661",0.0278770168892661
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Public admin","2020",2020-01-01,1,"0.0287624594329128",0.0287624594329128
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Real estate","2020",2020-01-01,1,"0.0288155578107616",0.0288155578107616
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Rest of manufacturing","2020",2020-01-01,1,"0.022094743328998",0.022094743328998
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Support services","2020",2020-01-01,1,"0.0278527600630813",0.0278527600630813
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Transport and storage","2020",2020-01-01,1,"0.0272295069344695",0.0272295069344695
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Water and sewerage","2020",2020-01-01,1,"0.0267825181345334",0.0267825181345334
"Norfolk and Suffolk  LSIP","replacementDemand","Industry","Wholesale and retail trade","2020",2020-01-01,1,"0.0259905144956958",0.0259905144956958
"North East LSIP","replacementDemand","Industry","Accommodation and food","2020",2020-01-01,1,"0.029666790152566",0.029666790152566
"North East LSIP","replacementDemand","Industry","Agriculture","2020",2020-01-01,1,"0.0304525941756384",0.0304525941756384
"North East LSIP","replacementDemand","Industry","Arts and entertainment","2020",2020-01-01,1,"0.0276392099994418",0.0276392099994418
"North East LSIP","replacementDemand","Industry","Construction","2020",2020-01-01,1,"0.0225789548281383",0.0225789548281383
"North East LSIP","replacementDemand","Industry","Education","2020",2020-01-01,1,"0.0302397070427523",0.0302397070427523
"North East LSIP","replacementDemand","Industry","Electricity and gas","2020",2020-01-01,1,"0.0238206630187188",0.0238206630187188
"North East LSIP","replacementDemand","Industry","Engineering","2020",2020-01-01,1,"0.0228214084723737",0.0228214084723737
"North East LSIP","replacementDemand","Industry","Finance and insurance","2020",2020-01-01,1,"0.0276964185569013",0.0276964185569013
"North East LSIP","replacementDemand","Industry","Food drink and tobacco","2020",2020-01-01,1,"0.024506365152553",0.024506365152553
"North East LSIP","replacementDemand","Industry","Health and social work","2020",2020-01-01,1,"0.0316708036713984",0.0316708036713984
"North East LSIP","replacementDemand","Industry","Information technology","2020",2020-01-01,1,"0.0262124410158433",0.0262124410158433
"North East LSIP","replacementDemand","Industry","Media","2020",2020-01-01,1,"0.0269785318889753",0.0269785318889753
"North East LSIP","replacementDemand","Industry","Mining and quarrying","2020",2020-01-01,1,"0.0204875383954273",0.0204875383954273
"North East LSIP","replacementDemand","Industry","Other services","2020",2020-01-01,1,"0.0235302335650924",0.0235302335650924
"North East LSIP","replacementDemand","Industry","Professional services","2020",2020-01-01,1,"0.0275130982275449",0.0275130982275449
"North East LSIP","replacementDemand","Industry","Public admin","2020",2020-01-01,1,"0.0268740289756089",0.0268740289756089
"North East LSIP","replacementDemand","Industry","Real estate","2020",2020-01-01,1,"0.0283011574488252",0.0283011574488252
"North East LSIP","replacementDemand","Industry","Rest of manufacturing","2020",2020-01-01,1,"0.0215991347312379",0.0215991347312379
"North East LSIP","replacementDemand","Industry","Support services","2020",2020-01-01,1,"0.026417173931774",0.026417173931774
"North East LSIP","replacementDemand","Industry","Transport and storage","2020",2020-01-01,1,"0.0263167624167311",0.0263167624167311
"North East LSIP","replacementDemand","Industry","Water and sewerage","2020",2020-01-01,1,"0.0249800864796239",0.0249800864796239
"North East LSIP","replacementDemand","Industry","Wholesale and retail trade","2020",2020-01-01,1,"0.0259102475464472",0.0259102475464472
"North of Tyne LSIP","replacementDemand","Industry","Accommodation and food","2020",2020-01-01,1,"0.0305783648938043",0.0305783648938043
"North of Tyne LSIP","replacementDemand","Industry","Agriculture","2020",2020-01-01,1,"0.0304595984858196",0.0304595984858196
"North of Tyne LSIP","replacementDemand","Industry","Arts and entertainment","2020",2020-01-01,1,"0.0280163473467836",0.0280163473467836
"North of Tyne LSIP","replacementDemand","Industry","Construction","2020",2020-01-01,1,"0.0226128278733104",0.0226128278733104
"North of Tyne LSIP","replacementDemand","Industry","Education","2020",2020-01-01,1,"0.0302845601172654",0.0302845601172654
"North of Tyne LSIP","replacementDemand","Industry","Electricity and gas","2020",2020-01-01,1,"0.0235822281621783",0.0235822281621783
"North of Tyne LSIP","replacementDemand","Industry","Engineering","2020",2020-01-01,1,"0.0239983006526845",0.0239983006526845
"North of Tyne LSIP","replacementDemand","Industry","Finance and insurance","2020",2020-01-01,1,"0.0279162299026698",0.0279162299026698
"North of Tyne LSIP","replacementDemand","Industry","Food drink and tobacco","2020",2020-01-01,1,"0.0245754881920393",0.0245754881920393
"North of Tyne LSIP","replacementDemand","Industry","Health and social work","2020",2020-01-01,1,"0.0324282329574348",0.0324282329574348
"North of Tyne LSIP","replacementDemand","Industry","Information technology","2020",2020-01-01,1,"0.0266147727886754",0.0266147727886754
"North of Tyne LSIP","replacementDemand","Industry","Media","2020",2020-01-01,1,"0.0270297733965654",0.0270297733965654
"North of Tyne LSIP","replacementDemand","Industry","Mining and quarrying","2020",2020-01-01,1,"0.0201692421629502",0.0201692421629502
"North of Tyne LSIP","replacementDemand","Industry","Other services","2020",2020-01-01,1,"0.0256960915749647",0.0256960915749647
"North of Tyne LSIP","replacementDemand","Industry","Professional services","2020",2020-01-01,1,"0.0272687659848787",0.0272687659848787
"North of Tyne LSIP","replacementDemand","Industry","Public admin","2020",2020-01-01,1,"0.0275942988669504",0.0275942988669504
"North of Tyne LSIP","replacementDemand","Industry","Real estate","2020",2020-01-01,1,"0.0281579634632652",0.0281579634632652
"North of Tyne LSIP","replacementDemand","Industry","Rest of manufacturing","2020",2020-01-01,1,"0.0218717220018578",0.0218717220018578
"North of Tyne LSIP","replacementDemand","Industry","Support services","2020",2020-01-01,1,"0.0262569358969567",0.0262569358969567
"North of Tyne LSIP","replacementDemand","Industry","Transport and storage","2020",2020-01-01,1,"0.0271394588880367",0.0271394588880367
"North of Tyne LSIP","replacementDemand","Industry","Water and sewerage","2020",2020-01-01,1,"0.0261089978377351",0.0261089978377351
"North of Tyne LSIP","replacementDemand","Industry","Wholesale and retail trade","2020",2020-01-01,1,"0.026003158721277",0.026003158721277
"Oxfordshire LSIP","replacementDemand","Industry","Accommodation and food","2020",2020-01-01,1,"0.0295070437731066",0.0295070437731066
"Oxfordshire LSIP","replacementDemand","Industry","Agriculture","2020",2020-01-01,1,"0.0288353652628788",0.0288353652628788
"Oxfordshire LSIP","replacementDemand","Industry","Arts and entertainment","2020",2020-01-01,1,"0.0286302383594408",0.0286302383594408
"Oxfordshire LSIP","replacementDemand","Industry","Construction","2020",2020-01-01,1,"0.0249947963910078",0.0249947963910078
"Oxfordshire LSIP","replacementDemand","Industry","Education","2020",2020-01-01,1,"0.0287015354100717",0.0287015354100717
"Oxfordshire LSIP","replacementDemand","Industry","Electricity and gas","2020",2020-01-01,1,"0.0238371992921149",0.0238371992921149
"Oxfordshire LSIP","replacementDemand","Industry","Engineering","2020",2020-01-01,1,"0.0214741892422636",0.0214741892422636
"Oxfordshire LSIP","replacementDemand","Industry","Finance and insurance","2020",2020-01-01,1,"0.0254430181088836",0.0254430181088836
"Oxfordshire LSIP","replacementDemand","Industry","Food drink and tobacco","2020",2020-01-01,1,"0.0280815495244169",0.0280815495244169
"Oxfordshire LSIP","replacementDemand","Industry","Health and social work","2020",2020-01-01,1,"0.0304299393964778",0.0304299393964778
"Oxfordshire LSIP","replacementDemand","Industry","Information technology","2020",2020-01-01,1,"0.0263666988721107",0.0263666988721107
"Oxfordshire LSIP","replacementDemand","Industry","Media","2020",2020-01-01,1,"0.0262784158482841",0.0262784158482841
"Oxfordshire LSIP","replacementDemand","Industry","Mining and quarrying","2020",2020-01-01,1,"0.0204046918243961",0.0204046918243961
"Oxfordshire LSIP","replacementDemand","Industry","Other services","2020",2020-01-01,1,"0.0266494508006085",0.0266494508006085
"Oxfordshire LSIP","replacementDemand","Industry","Professional services","2020",2020-01-01,1,"0.0282991346348134",0.0282991346348134
"Oxfordshire LSIP","replacementDemand","Industry","Public admin","2020",2020-01-01,1,"0.0273440745156239",0.0273440745156239
"Oxfordshire LSIP","replacementDemand","Industry","Real estate","2020",2020-01-01,1,"0.0279249883108899",0.0279249883108899
"Oxfordshire LSIP","replacementDemand","Industry","Rest of manufacturing","2020",2020-01-01,1,"0.0216892405339113",0.0216892405339113
"Oxfordshire LSIP","replacementDemand","Industry","Support services","2020",2020-01-01,1,"0.0276259485555526",0.0276259485555526
"Oxfordshire LSIP","replacementDemand","Industry","Transport and storage","2020",2020-01-01,1,"0.0258167796626478",0.0258167796626478
"Oxfordshire LSIP","replacementDemand","Industry","Water and sewerage","2020",2020-01-01,1,"0.0267627417509291",0.0267627417509291
"Oxfordshire LSIP","replacementDemand","Industry","Wholesale and retail trade","2020",2020-01-01,1,"0.0256463851322271",0.0256463851322271
"Solent LSIP","replacementDemand","Industry","Accommodation and food","2020",2020-01-01,1,"0.0290585546835318",0.0290585546835318
"Solent LSIP","replacementDemand","Industry","Agriculture","2020",2020-01-01,1,"0.0286973324761453",0.0286973324761453
"Solent LSIP","replacementDemand","Industry","Arts and entertainment","2020",2020-01-01,1,"0.0290360912425218",0.0290360912425218
"Solent LSIP","replacementDemand","Industry","Construction","2020",2020-01-01,1,"0.0250559848905543",0.0250559848905543
