"subgroup","metric","breakdown","geogConcat","chartPeriod","value","timePeriod","latest","valueText"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,-1.6444887930753,2035-01-01,1,"-1.6444887930752952"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,0.0175233815079743,2035-01-01,1,"1.7523381507974278E-2"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,3.00028646344665,2035-01-01,1,"3.0002864634466526"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,-0.388898828490404,2035-01-01,1,"-0.38889882849040358"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,-0.0524770729351218,2035-01-01,1,"-5.2477072935121827E-2"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,-0.772342318890423,2035-01-01,1,"-0.77234231889042348"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,1.77471896670858,2035-01-01,1,"1.7747189667085763"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,-0.148152350416332,2035-01-01,1,"-0.14815235041633201"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,0.37461119870566,2035-01-01,1,"0.37461119870565973"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,4.88245396056113,2035-01-01,1,"4.8824539605611257"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,-4.57807425325926,2035-01-01,1,"-4.5780742532592598"
"All occupations","wfReplacement","Total","Worcestershire LSIP",2035,20.3519999999999,2035-01-01,1,"20.351999999999862"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","West of England and North Somerset LSIP",2035,3.18738274526386,2035-01-01,1,"3.1873827452638608"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","West of England and North Somerset LSIP",2035,1.05334576608001,2035-01-01,1,"1.0533457660800067"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","West of England and North Somerset LSIP",2035,0.965529210230379,2035-01-01,1,"0.96552921023037896"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","West of England and North Somerset LSIP",2035,9.42683967056469,2035-01-01,1,"9.4268396705646893"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","West of England and North Somerset LSIP",2035,2.05648193006804,2035-01-01,1,"2.0564819300680384"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","West of England and North Somerset LSIP",2035,-4.2929618798628,2035-01-01,1,"-4.2929618798628013"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","West of England and North Somerset LSIP",2035,18.0643371793906,2035-01-01,1,"18.064337179390591"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","West of England and North Somerset LSIP",2035,37.5813485512068,2035-01-01,1,"37.581348551206844"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","West of England and North Somerset LSIP",2035,4.89069682705905,2035-01-01,1,"4.8906968270590454"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,0.182927562216392,2035-01-01,1,"0.18292756221639195"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,4.70776926484265,2035-01-01,1,"4.7077692648426464"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,19.326168394696,2035-01-01,1,"19.326168394695998"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,5.70231481323853,2035-01-01,1,"5.7023148132385302"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,3.20838926538044,2035-01-01,1,"3.2083892653804398"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,9.34447607789189,2035-01-01,1,"9.3444760778918905"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,0.491691224145669,2035-01-01,1,"0.49169122414566857"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,13.7203822944236,2035-01-01,1,"13.720382294423644"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,-1.18255026823504,2035-01-01,1,"-1.1825502682350431"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,1.53870618897956,2035-01-01,1,"1.5387061889795604"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,3.49610774007676,2035-01-01,1,"3.4961077400767593"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,-0.953909248065827,2035-01-01,1,"-0.95390924806582689"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,-3.33905263179699,2035-01-01,1,"-3.3390526317969869"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,0.796738711714634,2035-01-01,1,"0.79673871171463428"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,-0.736513007237043,2035-01-01,1,"-0.73651300723704338"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,1.1708147808744,2035-01-01,1,"1.1708147808743981"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,0.825441444716045,2035-01-01,1,"0.82544144471604497"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,8.28503865566802,2035-01-01,1,"8.2850386556680249"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,1.31204359010847,2035-01-01,1,"1.3120435901084662"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,-0.170242575211801,2035-01-01,1,"-0.17024257521180053"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,-1.68391580222529,2035-01-01,1,"-1.6839158022252931"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,2.64944501245568,2035-01-01,1,"2.6494450124556774"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,0.2830592124281,2035-01-01,1,"0.28305921242809973"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,0.770286553651911,2035-01-01,1,"0.77028655365191057"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,11.3940653771469,2035-01-01,1,"11.394065377146859"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England and North Somerset LSIP",2035,-8.206682631883,2035-01-01,1,"-8.2066826318829982"
"All occupations","wfReplacement","Total","West of England and North Somerset LSIP",2035,72.9330000000006,2035-01-01,1,"72.933000000000561"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands and Warwickshire LSIP",2035,1.25188953171252,2035-01-01,1,"1.2518895317125214"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","West Midlands and Warwickshire LSIP",2035,2.73423394351816,2035-01-01,1,"2.7342339435181628"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands and Warwickshire LSIP",2035,4.00681051670733,2035-01-01,1,"4.0068105167073327"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands and Warwickshire LSIP",2035,16.0749704218559,2035-01-01,1,"16.07497042185588"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands and Warwickshire LSIP",2035,-13.1282920510664,2035-01-01,1,"-13.128292051066438"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands and Warwickshire LSIP",2035,-7.89865977342299,2035-01-01,1,"-7.8986597734229917"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands and Warwickshire LSIP",2035,36.7572589404469,2035-01-01,1,"36.75725894044686"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands and Warwickshire LSIP",2035,69.244420804509,2035-01-01,1,"69.244420804508991"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","West Midlands and Warwickshire LSIP",2035,7.40736766573869,2035-01-01,1,"7.4073676657386898"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,-0.996931554986887,2035-01-01,1,"-0.99693155498688668"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,8.40429922072556,2035-01-01,1,"8.4042992207255622"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,38.3302657600914,2035-01-01,1,"38.330265760091365"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,4.94574337965169,2035-01-01,1,"4.9457433796516881"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,8.30803521459751,2035-01-01,1,"8.3080352145975098"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,17.6603764501684,2035-01-01,1,"17.660376450168428"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,-0.188672121168302,2035-01-01,1,"-0.18867212116830245"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,32.5082560203697,2035-01-01,1,"32.50825602036975"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,-1.18461137103573,2035-01-01,1,"-1.1846113710357287"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,-1.60399823247782,2035-01-01,1,"-1.6039982324778244"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,7.22628464475898,2035-01-01,1,"7.2262846447589766"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,5.79662249331841,2035-01-01,1,"5.7966224933184094"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,-13.6952822667414,2035-01-01,1,"-13.695282266741398"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,1.09215883469287,2035-01-01,1,"1.0921588346928655"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,-5.54420813300176,2035-01-01,1,"-5.5442081330017601"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,-8.57883547048084,2035-01-01,1,"-8.5788354704808398"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,-0.0974072822767269,2035-01-01,1,"-9.7407282276726903E-2"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,18.5047833885183,2035-01-01,1,"18.504783388518348"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,-2.15979481357893,2035-01-01,1,"-2.1597948135789302"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,-0.270018153083508,2035-01-01,1,"-0.27001815308350752"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands and Warwickshire LSIP",2035,-5.59955479346976,2035-01-01,1,"-5.599554793469764"
